0,0,0.030028,0.009473,0.084382,0.019232,0.029976,0.475831,0.98957,0.408163,0.97923,0.987887,0.11707099612600001,3.840681,0.10922120531000001
0,0,0.024499,0.021102,0.742294,0.104782,0.052298,0.11914,0.999253,0.607491,0.929744,0.941413,1.14108031709,3.597041,1.077426195128
0,0,0.01238,0.013529,0.368153,0.020353,0.011209,0.096499,0.968646,0.335655,0.958439,0.975436,0.476424588382,3.334675,0.469593002167
0,0,0.011956,0.0788,0.070141,0.054499,0.014118,0.465534,0.948089,0.836973,0.945795,0.852012,0.125045130288,4.0484029999999995,0.07943093876099999
0,0,0.029348,0.013172,0.062361,0.059033,0.050316,0.166755,0.910558,0.620307,0.89627,0.943427,0.094575258297,3.537317,0.057956675166
0,0,0.065039,0.07414,0.090281,0.154478,0.129425,0.108913,0.936961,0.602655,0.658093,0.925065,0.113821590188,3.231687,0.020724651097999994
0,0,0.005814,0.008906,0.102117,0.04039,0.029981,0.222537,0.9225,0.333061,0.751398,0.939475,0.110741699703,3.168971,0.097289365913
0,0,0.029354,0.059425,0.194281,0.084049,0.044891,0.28438,0.994175,0.937387,0.997299,0.913044,0.37587273076600003,4.126285,0.29708629080300003
0,0,0.048856,0.084162,0.545227,0.119654,0.067487,0.122699,0.927979,0.755352,0.983016,0.547737,0.947805169536,3.336783,0.857424281328
0,0,0.063012,0.008327,0.036908,0.113241,0.093027,0.727209,0.916805,0.720204,0.851645,0.989599,0.058013802892,4.205462,-0.023542818271999992
0,0,0.029081,0.03435,0.556374,0.15361,0.070116,0.077461,0.995949,0.602481,0.853169,0.933057,0.8098858131,3.462117,0.71733870669
0,0,0.068358,0.084599,0.05792,0.329205,0.643579,0.16238,0.940504,0.009758,0.423219,0.562745,0.02507802784,2.098606,0.02186564545
0,0,0.009058,0.009487,0.698997,0.144452,0.008615,0.326214,0.983006,0.681164,0.950568,0.883143,1.140575772804,3.8240950000000002,1.042180270676
0,0,0.060653,0.016044,0.299864,0.150903,0.15148,0.236198,0.965436,0.965184,0.938433,0.833697,0.5708262080880001,3.938948,0.4251770469360001
0,0,0.075991,0.075409,0.667133,0.491981,0.098404,0.486154,0.989228,0.655309,0.883788,0.865495,1.0267823989009999,3.8799740000000003,0.7043828217719998
0,0,0.035858,0.090383,0.597497,0.11994,0.043588,0.300741,0.985029,0.874987,0.95933,0.897361,1.095998904549,4.017448,0.991052963769
1,0,0.028543,0.076511,0.085542,0.145347,0.082003,0.285506,0.95067,0.416096,0.694181,0.861981,0.09497531513400001,3.208434,0.034497009822000005
1,0,0.065478,0.120337,0.04133,0.759146,0.0478,0.30157,0.967015,0.257456,0.784096,0.918055,0.04304734416,3.2281919999999995,-0.152399348416
1,0,0.032356,0.038444,0.158574,0.15532,0.116599,0.288883,0.97614,0.317726,0.562203,0.926268,0.13953386124599998,3.07122,0.09018465892599997
1,0,0.015076,0.053145,0.127712,0.120424,0.044936,0.312546,0.99094,0.40882,0.948494,0.926486,0.17334528556799997,3.587286,0.12411354588799997
1,0,0.024322,0.066376,0.052287,0.052176,0.010609,0.080779,0.855,0.671685,0.895523,0.898319,0.081944604696,3.401306,0.046898768135999996
1,0,0.116006,0.102345,0.006255,0.259608,0.095,0.337201,0.941157,0.494281,0.913942,0.948181,0.008808434865,3.634762,-0.119510866983
1,0,0.007979,0.031649,0.141658,0.037224,0.077645,0.60909,0.85611,0.562212,0.99017,0.667597,0.21990732935600002,3.6851789999999998,0.198979549868
1,0,0.010655,0.048779,0.297048,0.099915,0.016565,0.423821,0.988224,0.669895,0.97441,0.976246,0.48843751164,4.032596,0.421504952715
1,0,0.023534,0.024575,0.766247,0.027921,0.016833,0.161724,0.973183,0.620916,0.968823,0.907755,1.218132739533,3.6324009999999998,1.2007961438969998
1,0,0.016497,0.022096,0.560389,0.109539,0.031832,0.261739,0.998702,0.976473,0.997712,0.962445,1.106311557965,4.197071,0.999349682018
2,0,0.056416,0.0375,0.032885,0.375722,0.122818,0.794519,0.861691,0.214179,0.829013,0.900596,0.034305368919999996,3.5999980000000003,-0.046166393318
2,0,0.075464,0.040885,0.083232,0.095332,0.107223,0.023164,0.551958,0.381611,0.702268,0.915877,0.090213416928,2.574878,0.053833677076
2,0,0.051273,0.019046,0.075659,0.090968,0.028181,0.685883,0.873451,0.47919,0.897055,0.978387,0.104125320455,3.913966,0.060534364535
2,0,0.097535,0.074724,0.042901,0.324045,0.198827,0.015677,0.597626,0.00519,0.523954,0.947794,0.022700806744000004,2.0902410000000002,0.021019013194000003
2,0,0.102064,0.01942,0.04325,0.094712,0.137456,0.219172,0.357541,0.502594,0.510773,0.95497,0.043828122750000004,2.54505,-0.003773560177999999
2,0,0.142162,0.015218,0.029718,0.517269,0.154128,0.101335,0.93902,0.310498,0.898366,0.987014,0.035925020352,3.236233,-0.12468596960999999
2,0,0.155361,0.029295,0.079518,0.450255,0.069748,0.337457,0.689526,0.730127,0.402108,0.940224,0.09003306273000002,3.099442,-0.23871026965499997
2,0,0.049093,0.027372,0.033221,0.068789,0.099177,0.402276,0.878229,0.844333,0.723027,0.988242,0.052069266559999994,3.836107,-0.006011556177000006
2,0,0.195514,0.060528,0.029874,0.51845,0.127663,0.181696,0.949215,0.500275,0.509111,0.976759,0.030154397364000003,3.117056,-0.22921317638599997
2,0,0.082224,0.048442,0.073962,0.150443,0.095386,0.354408,0.78427,0.306486,0.711363,0.985619,0.075282147738,3.1421460000000003,0.029173474440000007
2,0,0.090241,0.013333,0.06951,0.049515,0.185774,0.661561,0.795638,0.349682,0.538714,0.985983,0.06175240596,3.331578,0.04443790173
2,0,0.29574,0.15061,0.031537,0.453904,0.160355,0.203552,0.864945,0.606031,0.793232,0.934355,0.044128557231,3.4021150000000002,-0.23095133779299998
2,0,0.13335,0.081672,0.045656,0.203804,0.349169,0.296873,0.98022,0.372707,0.932821,0.88403,0.059605186368,3.466651,-0.01635399106000001
2,0,0.031449,0.095515,0.066029,0.125355,0.095855,0.193511,0.923075,0.662174,0.769085,0.966484,0.09450460051100001,3.5143289999999996,0.011497778741000012
2,0,0.078826,0.014872,0.057195,0.280939,0.184395,0.376731,0.935018,0.645338,0.556323,0.943505,0.068729000895,3.456915,-0.11257161148699998
0,0,0.001364,0.005495,0.727533,0.019681,0.076308,0.227439,0.993716,0.942318,0.885033,0.930689,1.329458155083,3.979195,1.310912394525
0,0,0.007581,0.023798,0.728627,0.011612,0.007978,0.165096,0.992374,0.710076,0.992387,0.777923,1.240460508301,3.6378559999999998,1.232215105789
0,0,0.003113,0.003961,0.913452,0.024994,0.008956,0.37043,0.995308,0.806384,0.985043,0.675985,1.6363825760040003,3.83315,1.6162278143080002
0,0,0.037726,0.077758,0.662349,0.091667,0.053943,0.290568,0.998584,0.932103,0.993628,0.870993,1.275506002119,4.085876000000001,1.1900629164179999
0,0,0.001496,0.003598,0.815566,0.002648,0.007138,0.278938,0.998621,0.970047,0.998506,0.889953,1.605484895998,4.136065,1.602916211542
0,0,0.006048,0.085125,0.830511,0.013646,0.034062,0.087253,0.984858,0.793856,0.987574,0.438175,1.47949721073,3.291716,1.468664251754
0,0,0.010399,0.017515,0.820833,0.009929,0.024095,0.229619,0.997606,0.742549,0.984325,0.855959,1.417475166042,3.810058,1.410102397021
0,0,0.005465,0.007271,0.873548,0.039284,0.029472,0.328585,0.998301,0.900185,0.988352,0.874907,1.6497277192759998,4.09033,1.6143648517359999
0,0,0.017208,0.056233,0.674552,0.024807,0.196065,0.674579,0.990616,0.964707,0.935774,0.868641,1.2819732595120001,4.434317,1.2580417729630002
1,0,0.005157,0.007867,0.743907,0.163154,0.01362,0.305731,0.953074,0.891614,0.963348,0.834127,1.379919216534,3.947894,1.234448825978
